[UTIL]   running in SA mode (no --phy-test, --do-ra, --nsa option present)
UE f8de: dlsch_rounds 228, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2302, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          25197 RX         266452 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 230, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2315, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          25419 RX         267960 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 231, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2329, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          25530 RX         269584 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 232, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2342, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          25641 RX         271092 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 234, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2358, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          25863 RX         272948 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 235, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2370, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          25974 RX         274340 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 236, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2383, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          26085 RX         275848 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 237, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2396, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          26196 RX         277356 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 239, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2410, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          26418 RX         278980 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 240, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2423, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          26529 RX         280488 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 241, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2437, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          26640 RX         282112 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 242, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2452, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          26751 RX         283852 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 244, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2467, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          26973 RX         285476 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 245, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2480, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          27084 RX         287100 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 246, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2493, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          27195 RX         288608 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 248, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2505, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          27417 RX         290000 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 249, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2519, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          27528 RX         291624 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 250, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2533, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          27639 RX         293248 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 251, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2546, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          27750 RX         294756 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 253, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2559, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          27972 RX         296264 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 254, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2571, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          28083 RX         297656 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 255, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2586, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          28194 RX         299280 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 257, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2600, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          28416 RX         301020 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 258, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2613, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          28527 RX         302528 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 259, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2626, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          28638 RX         304036 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 260, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2638, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          28749 RX         305428 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 262, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2651, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          28971 RX         306936 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 263, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2665, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          29082 RX         308444 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 264, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2678, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          29193 RX         310068 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 266, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2692, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          29415 RX         311576 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 267, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2704, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          29526 RX         313084 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 268, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2717, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          29637 RX         314592 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 269, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2730, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          29748 RX         316100 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 271, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2743, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          29970 RX         317608 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 272, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2756, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          30081 RX         319116 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 273, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2768, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          30192 RX         320508 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 274, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2781, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          30303 RX         322016 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 276, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2794, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          30525 RX         323524 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 277, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2807, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          30636 RX         325032 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 278, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2821, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          30747 RX         326540 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 280, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2833, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          30969 RX         328048 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 281, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2847, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          31080 RX         329556 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 282, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2860, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          31191 RX         331180 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 283, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2873, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          31302 RX         332688 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 285, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2887, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          31524 RX         334312 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 286, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2899, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          31635 RX         335704 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 287, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2913, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          31746 RX         337328 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 289, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2927, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          31968 RX         338952 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI f8de CU-UE-ID 1 in-sync PH 45 dB PCMAX 20 dBm, average RSRP -44 (32 meas)
UE f8de: dlsch_rounds 290, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 9
UE f8de: ulsch_rounds 2941, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 9 (Qm 2 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB
UE f8de: MAC:    TX          32079 RX         340460 bytes
UE f8de: LCID 1: TX             15 RX            200 bytes

[0m[NR_MAC]   Frame.Slot 896.0
